nim,nama,jenis_kelamin,program_studi,angkatan,semester,status_akademik,ipk,sks_lulus,kehadiran_persen,golongan_ukt,nominal_ukt,tunggakan_ukt,status_pembayaran,dosen_pa
25010041,Fajar Saputra,L,S1 Informatika,2025,3,Aktif,2.75,30,88.6,7,7000000,0,Lunas,Dr. Arief Rahman
25010042,Vina Wibowo,P,S1 Informatika,2025,3,Aktif,2.68,32,69.2,5,4600000,0,Lunas,Dr. Arief Rahman
25010043,Andini Anggraini,P,S1 Informatika,2025,3,Aktif,2.92,31,76.5,8,8500000,0,Lunas,"Yuni Kartika, M.T"
25010044,Anisa Pratama,P,S1 Informatika,2025,3,Aktif,2.87,41,83.0,4,3500000,0,Lunas,"Hendra Gunawan, M.Kom"
25010045,Satrio Syahputra,L,S1 Informatika,2025,3,Aktif,2.86,35,79.5,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010046,Fikri Setiawan,L,S1 Informatika,2025,3,Aktif,3.8,33,90.2,6,5800000,8700000,Menunggak,"Yuni Kartika, M.T"
25010047,Taufik Saputra,L,S1 Informatika,2025,3,Aktif,2.77,41,75.3,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25010048,Andre Hakim,L,S1 Informatika,2025,3,Aktif,3.04,43,82.4,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
25010049,Tiara Hakim,P,S1 Informatika,2025,3,Aktif,3.63,35,90.8,2,1000000,1000000,Menunggak,"Nur Aisyah, M.Sc"
25010050,Salsabila Syahputra,P,S1 Informatika,2025,3,Cuti,2.44,36,73.5,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
25010051,Rani Permata,P,S1 Informatika,2025,3,Aktif,2.67,46,73.6,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25010052,Andre Rahmawati,L,S1 Informatika,2025,3,Aktif,2.86,41,79.4,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
25010053,Lutfi Nugroho,L,S1 Informatika,2025,3,Aktif,1.57,38,64.5,2,1000000,1000000,Menunggak,"Ir. Bambang Setyo, M.Kom"
25010054,Zahra Pratama,P,S1 Informatika,2025,3,Aktif,3.17,29,83.2,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
25010055,Bayu Ramadhan,L,S1 Informatika,2025,3,Aktif,3.54,50,94.0,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
25010056,Laras Rahmawati,P,S1 Informatika,2025,3,Non-Aktif,2.56,39,72.8,3,2400000,2400000,Menunggak,"Nur Aisyah, M.Sc"
25010057,Vina Wibowo,P,S1 Informatika,2025,3,Cuti,3.89,35,80.5,2,1000000,0,Lunas,Dr. Arief Rahman
25010058,Ayu Wijaya,P,S1 Informatika,2025,3,Aktif,3.29,41,79.3,2,1000000,0,Lunas,Dr. Arief Rahman
25010059,Rizky Ramadhan,L,S1 Informatika,2025,3,Aktif,2.71,46,71.5,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
25010060,Farah Anggraini,P,S1 Informatika,2025,3,Cuti,2.87,24,78.4,5,4600000,0,Lunas,"Hendra Gunawan, M.Kom"
25010061,Maya Anggraini,P,S1 Informatika,2025,3,Aktif,2.84,35,77.3,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25010062,Laras Pratama,P,S1 Informatika,2025,3,Non-Aktif,2.93,34,72.5,8,8500000,8500000,Menunggak,"Dwi Handayani, M.Kom"
25010063,Melati Firmansyah,P,S1 Informatika,2025,3,Aktif,2.58,35,67.6,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25010064,Kartika Rahmawati,P,S1 Informatika,2025,3,Aktif,3.63,43,97.7,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010065,Melati Maulana,P,S1 Informatika,2025,3,Aktif,2.84,28,76.7,4,3500000,3500000,Menunggak,"Hendra Gunawan, M.Kom"
25010066,Zahra Rahmawati,P,S1 Informatika,2025,3,Non-Aktif,3.37,40,91.0,6,5800000,5800000,Menunggak,"Hendra Gunawan, M.Kom"
25010067,Naufal Ramadhan,L,S1 Informatika,2025,3,Aktif,2.82,33,76.3,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010068,Citra Syahputra,P,S1 Informatika,2025,3,Aktif,3.25,35,82.5,6,5800000,8700000,Menunggak,"Rizal Fadhillah, M.T"
25010069,Zahra Syahputra,P,S1 Informatika,2025,3,Aktif,2.66,35,69.0,7,7000000,3500000,Cicilan,Dr. Arief Rahman
25010070,Fajar Hidayat,L,S1 Informatika,2025,3,Aktif,3.09,43,70.5,7,7000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010071,Dimas Maulana,L,S1 Informatika,2025,3,Aktif,4.0,37,100.0,6,5800000,0,Lunas,"Yuni Kartika, M.T"
25010072,Ilham Maulana,L,S1 Informatika,2025,3,Aktif,4.0,41,85.7,7,7000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010073,Citra Wijaya,P,S1 Informatika,2025,3,Aktif,3.44,41,91.9,6,5800000,0,Lunas,Dr. Arief Rahman
25010074,Ilham Halim,L,S1 Informatika,2025,3,Aktif,2.92,41,76.5,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
25010075,Lutfi Nugroho,L,S1 Informatika,2025,3,Aktif,2.51,36,74.9,3,2400000,0,Lunas,Dr. Arief Rahman
25010076,Hana Rahmawati,P,S1 Informatika,2025,3,Aktif,3.67,42,85.5,6,5800000,0,Lunas,"Yuni Kartika, M.T"
25010077,Rani Setiawan,P,S1 Informatika,2025,3,Aktif,3.23,42,78.0,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25010078,Ayu Wijaya,P,S1 Informatika,2025,3,Aktif,3.11,29,71.7,2,1000000,0,Lunas,"Nur Aisyah, M.Sc"
25010079,Dewi Kusuma,P,S1 Informatika,2025,3,Aktif,2.69,40,73.5,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
25010080,Dimas Maulana,L,S1 Informatika,2025,3,Aktif,3.27,38,94.6,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25010081,Andre Halim,L,S1 Informatika,2025,3,Aktif,3.38,37,78.5,8,8500000,4250000,Cicilan,"Rizal Fadhillah, M.T"
25010082,Zahra Setiawan,P,S1 Informatika,2025,3,Aktif,2.8,36,80.5,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
25010083,Umar Santoso,L,S1 Informatika,2025,3,Aktif,3.53,33,90.5,4,3500000,0,Lunas,Dr. Sri Wahyuni
25010084,Laras Anggraini,P,S1 Informatika,2025,3,Aktif,2.53,33,66.3,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010085,Rizky Nugroho,L,S1 Informatika,2025,3,Aktif,4.0,47,92.9,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25010086,Dandi Lestari,L,S1 Informatika,2025,3,Aktif,3.43,40,85.8,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
25010087,Dewi Halim,P,S1 Informatika,2025,3,Aktif,3.28,36,78.9,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
25010088,Galih Pratama,L,S1 Informatika,2025,3,Non-Aktif,3.4,32,80.9,3,2400000,1200000,Cicilan,"Nur Aisyah, M.Sc"
25010089,Ilham Maulana,L,S1 Informatika,2025,3,Aktif,3.4,33,77.0,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
25030001,Nadia Wibowo,P,S1 Sains Data,2025,3,Aktif,2.94,39,68.9,6,5800000,2900000,Cicilan,"Nur Aisyah, M.Sc"
25030002,Melati Maulana,P,S1 Sains Data,2025,3,Aktif,2.95,38,77.0,4,3500000,3500000,Menunggak,"Nur Aisyah, M.Sc"
25030003,Hana Lestari,P,S1 Sains Data,2025,3,Cuti,3.04,36,76.0,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
25030004,Gilang Ramadhan,L,S1 Sains Data,2025,3,Aktif,3.72,31,83.7,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
25030005,Bagas Maulana,L,S1 Sains Data,2025,3,Aktif,3.44,45,93.2,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25030006,Andini Wijaya,P,S1 Sains Data,2025,3,Aktif,3.05,44,79.4,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
25030007,Dandi Rahmawati,L,S1 Sains Data,2025,3,Aktif,3.44,37,83.6,5,4600000,0,Lunas,Dr. Arief Rahman
25030008,Dandi Maulana,L,S1 Sains Data,2025,3,Aktif,3.93,43,100.0,2,1000000,0,Lunas,Dr. Arief Rahman
25030009,Ilham Ramadhan,L,S1 Sains Data,2025,3,Non-Aktif,3.25,43,78.2,5,4600000,2300000,Cicilan,Dr. Arief Rahman
25030010,Kartika Permata,P,S1 Sains Data,2025,3,Aktif,3.0,35,65.8,5,4600000,2300000,Cicilan,"Yuni Kartika, M.T"
25030011,Farah Nugroho,P,S1 Sains Data,2025,3,Aktif,3.25,46,86.3,6,5800000,0,Lunas,Dr. Sri Wahyuni
25030012,Sinta Halim,P,S1 Sains Data,2025,3,Aktif,4.0,38,93.3,4,3500000,0,Lunas,Dr. Arief Rahman
25030013,Dimas Kusuma,L,S1 Sains Data,2025,3,Aktif,3.41,31,84.5,5,4600000,4600000,Menunggak,"Hendra Gunawan, M.Kom"
25030014,Oktavia Hakim,P,S1 Sains Data,2025,3,Aktif,3.32,39,90.7,2,1000000,0,Lunas,Dr. Sri Wahyuni
25030015,Melati Ramadhan,P,S1 Sains Data,2025,3,Aktif,3.66,28,84.6,3,2400000,0,Lunas,Dr. Arief Rahman
25030016,Gita Wijaya,P,S1 Sains Data,2025,3,Aktif,3.17,45,83.5,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
25030017,Oktavia Setiawan,P,S1 Sains Data,2025,3,Aktif,2.99,40,82.8,4,3500000,0,Lunas,Dr. Sri Wahyuni
25030018,Dandi Hakim,L,S1 Sains Data,2025,3,Aktif,2.52,36,79.5,7,7000000,0,Lunas,Dr. Sri Wahyuni
25030019,Farah Kusuma,P,S1 Sains Data,2025,3,Aktif,3.33,44,86.8,6,5800000,0,Lunas,"Yuni Kartika, M.T"
25030020,Sinta Rahmawati,P,S1 Sains Data,2025,3,Aktif,4.0,38,100.0,1,500000,0,Lunas,Dr. Arief Rahman
25030021,Sinta Wibowo,P,S1 Sains Data,2025,3,Aktif,3.12,48,78.8,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25030022,Citra Saputra,P,S1 Sains Data,2025,3,Aktif,3.52,38,84.4,3,2400000,1200000,Cicilan,"Nur Aisyah, M.Sc"
25030023,Dimas Firmansyah,L,S1 Sains Data,2025,3,Aktif,3.74,38,91.8,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
25030024,Hana Pratama,P,S1 Sains Data,2025,3,Aktif,3.95,44,92.0,6,5800000,2900000,Cicilan,Dr. Sri Wahyuni
25030025,Ilham Santoso,L,S1 Sains Data,2025,3,Aktif,2.44,31,65.8,5,4600000,0,Lunas,Dr. Sri Wahyuni
25030026,Dimas Syahputra,L,S1 Sains Data,2025,3,Aktif,2.93,29,83.4,3,2400000,0,Lunas,"Rizal Fadhillah, M.T"
25030027,Hana Saputra,P,S1 Sains Data,2025,3,Aktif,2.98,38,70.9,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
25030028,Joko Hakim,L,S1 Sains Data,2025,3,Aktif,3.05,36,77.2,2,1000000,1000000,Menunggak,Dr. Arief Rahman
25030029,Galih Maulana,L,S1 Sains Data,2025,3,Aktif,3.4,40,82.9,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25030030,Fajar Firmansyah,L,S1 Sains Data,2025,3,Aktif,3.45,26,95.2,4,3500000,0,Lunas,Dr. Arief Rahman
25030031,Maya Syahputra,P,S1 Sains Data,2025,3,Aktif,3.03,35,86.9,7,7000000,7000000,Menunggak,Dr. Sri Wahyuni
25030032,Indah Syahputra,P,S1 Sains Data,2025,3,Aktif,3.2,35,85.9,3,2400000,0,Lunas,Dr. Sri Wahyuni
25030033,Salsabila Syahputra,P,S1 Sains Data,2025,3,Aktif,3.18,43,73.5,8,8500000,0,Lunas,"Dwi Handayani, M.Kom"
25030034,Sinta Utami,P,S1 Sains Data,2025,3,Aktif,3.32,40,87.6,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
25030035,Nadia Firmansyah,P,S1 Sains Data,2025,3,Aktif,3.11,34,82.5,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
25030036,Dewi Santoso,P,S1 Sains Data,2025,3,Aktif,3.52,42,85.7,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25030037,Dandi Syahputra,L,S1 Sains Data,2025,3,Aktif,2.54,38,68.1,2,1000000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25030038,Yusuf Kusuma,L,S1 Sains Data,2025,3,Aktif,3.3,32,89.4,4,3500000,0,Lunas,Dr. Sri Wahyuni
25030039,Yusuf Nugroho,L,S1 Sains Data,2025,3,Aktif,3.5,43,86.6,5,4600000,0,Lunas,"Rizal Fadhillah, M.T"
25030040,Rizky Nugroho,L,S1 Sains Data,2025,3,Aktif,3.06,40,86.0,4,3500000,0,Lunas,Dr. Sri Wahyuni
25030041,Cahaya Anggraini,P,S1 Sains Data,2025,3,Aktif,3.5,42,84.7,4,3500000,5250000,Menunggak,"Nur Aisyah, M.Sc"
25030042,Joko Santoso,L,S1 Sains Data,2025,3,Cuti,3.29,33,70.3,6,5800000,2900000,Cicilan,"Rizal Fadhillah, M.T"
25030043,Melati Santoso,P,S1 Sains Data,2025,3,Aktif,3.45,43,79.7,7,7000000,0,Lunas,"Hendra Gunawan, M.Kom"
25030044,Aditya Wibowo,L,S1 Sains Data,2025,3,Aktif,3.14,26,86.6,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25030045,Putri Santoso,P,S1 Sains Data,2025,3,Aktif,4.0,38,96.3,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25030046,Aditya Halim,L,S1 Sains Data,2025,3,Aktif,3.5,33,87.0,6,5800000,5800000,Menunggak,Dr. Sri Wahyuni
25020001,Ayu Anggraini,P,S1 Sistem Informasi,2025,3,Aktif,3.08,38,71.8,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25020002,Andre Nugroho,L,S1 Sistem Informasi,2025,3,Aktif,3.4,35,98.3,2,1000000,0,Lunas,"Dwi Handayani, M.Kom"
25020003,Ilham Anggraini,L,S1 Sistem Informasi,2025,3,Aktif,2.56,40,78.2,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
25020004,Bayu Nugroho,L,S1 Sistem Informasi,2025,3,Aktif,3.04,37,76.9,3,2400000,0,Lunas,"Yuni Kartika, M.T"
25020005,Putri Hidayat,P,S1 Sistem Informasi,2025,3,Aktif,3.08,34,76.9,3,2400000,0,Lunas,"Hendra Gunawan, M.Kom"
25020006,Rizky Firmansyah,L,S1 Sistem Informasi,2025,3,Aktif,3.77,34,84.6,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25020007,Kartika Rahmawati,P,S1 Sistem Informasi,2025,3,Aktif,2.76,37,75.0,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
25020008,Gita Setiawan,P,S1 Sistem Informasi,2025,3,Aktif,3.34,39,76.4,6,5800000,0,Lunas,Dr. Sri Wahyuni
25020009,Fajar Lestari,L,S1 Sistem Informasi,2025,3,Aktif,4.0,38,92.6,4,3500000,5250000,Menunggak,"Hendra Gunawan, M.Kom"
25020010,Rani Anggraini,P,S1 Sistem Informasi,2025,3,Aktif,2.8,34,77.5,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
25020011,Ilham Syahputra,L,S1 Sistem Informasi,2025,3,Aktif,3.21,34,79.3,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
25020012,Sinta Kusuma,P,S1 Sistem Informasi,2025,3,Non-Aktif,3.29,31,89.1,7,7000000,3500000,Cicilan,"Hendra Gunawan, M.Kom"
25020013,Satrio Ramadhan,L,S1 Sistem Informasi,2025,3,Aktif,3.39,45,90.7,4,3500000,0,Lunas,"Yuni Kartika, M.T"
25020014,Naufal Utami,L,S1 Sistem Informasi,2025,3,Aktif,3.44,48,84.3,6,5800000,0,Lunas,"Rizal Fadhillah, M.T"
25020015,Ayu Lestari,P,S1 Sistem Informasi,2025,3,Aktif,3.22,46,86.0,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020016,Vina Saputra,P,S1 Sistem Informasi,2025,3,Aktif,3.86,39,86.7,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25020017,Indah Lestari,P,S1 Sistem Informasi,2025,3,Aktif,3.09,33,72.5,6,5800000,0,Lunas,Dr. Sri Wahyuni
25020018,Gilang Hidayat,L,S1 Sistem Informasi,2025,3,Aktif,2.94,40,74.8,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020019,Dandi Lestari,L,S1 Sistem Informasi,2025,3,Aktif,3.91,34,79.2,3,2400000,0,Lunas,"Dwi Handayani, M.Kom"
25020020,Bimo Syahputra,L,S1 Sistem Informasi,2025,3,Aktif,3.78,41,89.6,3,2400000,0,Lunas,"Yuni Kartika, M.T"
25020021,Rani Hakim,P,S1 Sistem Informasi,2025,3,Aktif,3.0,34,83.9,2,1000000,0,Lunas,"Yuni Kartika, M.T"
25020022,Cahaya Permata,P,S1 Sistem Informasi,2025,3,Aktif,2.68,40,71.5,3,2400000,1200000,Cicilan,"Nur Aisyah, M.Sc"
25020023,Rizky Ramadhan,L,S1 Sistem Informasi,2025,3,Aktif,3.31,40,67.2,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
25020024,Kartika Wibowo,P,S1 Sistem Informasi,2025,3,Aktif,3.59,48,91.9,2,1000000,0,Lunas,"Yuni Kartika, M.T"
25020025,Anisa Halim,P,S1 Sistem Informasi,2025,3,Aktif,4.0,53,100.0,6,5800000,0,Lunas,"Dwi Handayani, M.Kom"
25020026,Ayu Hidayat,P,S1 Sistem Informasi,2025,3,Cuti,3.25,47,88.4,3,2400000,0,Lunas,"Yuni Kartika, M.T"
25020027,Dandi Hidayat,L,S1 Sistem Informasi,2025,3,Cuti,2.65,39,76.4,6,5800000,5800000,Menunggak,"Rizal Fadhillah, M.T"
25020028,Cahaya Wijaya,P,S1 Sistem Informasi,2025,3,Aktif,2.73,36,64.8,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
25020029,Reza Syahputra,L,S1 Sistem Informasi,2025,3,Aktif,2.83,48,78.8,3,2400000,0,Lunas,"Yuni Kartika, M.T"
25020030,Fajar Maulana,L,S1 Sistem Informasi,2025,3,Aktif,3.75,38,94.5,4,3500000,0,Lunas,"Rizal Fadhillah, M.T"
25020031,Putri Ramadhan,P,S1 Sistem Informasi,2025,3,Aktif,3.71,45,99.6,5,4600000,0,Lunas,Dr. Sri Wahyuni
25020032,Cahaya Santoso,P,S1 Sistem Informasi,2025,3,Aktif,3.01,32,80.1,5,4600000,0,Lunas,"Nur Aisyah, M.Sc"
25020033,Laras Lestari,P,S1 Sistem Informasi,2025,3,Aktif,3.51,41,87.5,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020034,Oktavia Saputra,P,S1 Sistem Informasi,2025,3,Aktif,3.07,39,80.8,8,8500000,4250000,Cicilan,"Nur Aisyah, M.Sc"
25020035,Laras Wijaya,P,S1 Sistem Informasi,2025,3,Aktif,2.62,34,93.6,5,4600000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020036,Yusuf Rahmawati,L,S1 Sistem Informasi,2025,3,Aktif,3.28,44,84.1,3,2400000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020037,Wahyu Nugroho,L,S1 Sistem Informasi,2025,3,Aktif,3.31,33,83.6,6,5800000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020038,Andini Wijaya,P,S1 Sistem Informasi,2025,3,Aktif,2.35,26,72.3,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25020039,Farah Nugroho,P,S1 Sistem Informasi,2025,3,Aktif,2.89,34,85.8,7,7000000,0,Lunas,Dr. Sri Wahyuni
25020040,Galih Saputra,L,S1 Sistem Informasi,2025,3,Aktif,2.92,39,76.9,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
25020041,Tiara Utami,P,S1 Sistem Informasi,2025,3,Aktif,2.78,34,77.1,3,2400000,0,Lunas,"Yuni Kartika, M.T"
25020042,Bayu Wijaya,L,S1 Sistem Informasi,2025,3,Aktif,2.88,31,79.9,4,3500000,0,Lunas,Dr. Sri Wahyuni
25020043,Dimas Hidayat,L,S1 Sistem Informasi,2025,3,Aktif,4.0,43,98.4,6,5800000,2900000,Cicilan,Dr. Arief Rahman
25020044,Fikri Permata,L,S1 Sistem Informasi,2025,3,Aktif,3.39,37,90.4,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25020045,Ilham Saputra,L,S1 Sistem Informasi,2025,3,Aktif,3.76,40,92.0,4,3500000,1750000,Cicilan,"Nur Aisyah, M.Sc"
25020046,Lutfi Hakim,L,S1 Sistem Informasi,2025,3,Aktif,3.21,33,94.0,4,3500000,0,Lunas,Dr. Sri Wahyuni
25020047,Taufik Rahmawati,L,S1 Sistem Informasi,2025,3,Aktif,2.76,31,75.1,5,4600000,4600000,Menunggak,"Yuni Kartika, M.T"
25020048,Satrio Wijaya,L,S1 Sistem Informasi,2025,3,Aktif,3.32,41,89.1,6,5800000,0,Lunas,"Nur Aisyah, M.Sc"
25020049,Nadia Maulana,P,S1 Sistem Informasi,2025,3,Aktif,3.68,32,79.5,5,4600000,0,Lunas,"Yuni Kartika, M.T"
25020050,Oktavia Rahmawati,P,S1 Sistem Informasi,2025,3,Aktif,3.32,43,86.4,8,8500000,0,Lunas,"Rizal Fadhillah, M.T"
25020051,Putri Permata,P,S1 Sistem Informasi,2025,3,Aktif,2.41,45,79.2,3,2400000,0,Lunas,"Nur Aisyah, M.Sc"
25020052,Taufik Lestari,L,S1 Sistem Informasi,2025,3,Aktif,3.35,46,89.3,7,7000000,0,Lunas,Dr. Arief Rahman
25020053,Gilang Santoso,L,S1 Sistem Informasi,2025,3,Non-Aktif,3.64,36,85.8,4,3500000,3500000,Menunggak,"Rizal Fadhillah, M.T"
25020054,Kartika Setiawan,P,S1 Sistem Informasi,2025,3,Aktif,2.98,37,70.4,6,5800000,0,Lunas,"Yuni Kartika, M.T"
25020055,Salsabila Pratama,P,S1 Sistem Informasi,2025,3,Aktif,3.81,40,86.3,4,3500000,0,Lunas,"Ir. Bambang Setyo, M.Kom"
25020056,Oktavia Utami,P,S1 Sistem Informasi,2025,3,Aktif,3.57,37,89.0,7,7000000,0,Lunas,"Rizal Fadhillah, M.T"
25020057,Anisa Saputra,P,S1 Sistem Informasi,2025,3,Aktif,3.39,26,73.8,4,3500000,0,Lunas,"Nur Aisyah, M.Sc"
25020058,Oktavia Lestari,P,S1 Sistem Informasi,2025,3,Aktif,3.29,39,83.2,6,5800000,0,Lunas,Dr. Arief Rahman
25020059,Satrio Rahmawati,L,S1 Sistem Informasi,2025,3,Aktif,3.22,45,77.3,7,7000000,0,Lunas,"Dwi Handayani, M.Kom"
25020060,Bimo Halim,L,S1 Sistem Informasi,2025,3,Aktif,3.42,49,90.9,4,3500000,5250000,Menunggak,"Hendra Gunawan, M.Kom"
25020061,Bagas Permata,L,S1 Sistem Informasi,2025,3,Aktif,2.91,32,79.6,6,5800000,0,Lunas,Dr. Arief Rahman
25020062,Yusuf Pratama,L,S1 Sistem Informasi,2025,3,Aktif,3.55,39,82.3,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25020063,Anisa Anggraini,P,S1 Sistem Informasi,2025,3,Aktif,2.4,33,72.8,6,5800000,0,Lunas,"Hendra Gunawan, M.Kom"
25020064,Ayu Pratama,P,S1 Sistem Informasi,2025,3,Aktif,2.65,45,69.2,4,3500000,0,Lunas,"Dwi Handayani, M.Kom"
25020065,Gilang Maulana,L,S1 Sistem Informasi,2025,3,Aktif,3.29,40,81.4,5,4600000,0,Lunas,"Dwi Handayani, M.Kom"
25020066,Indah Lestari,P,S1 Sistem Informasi,2025,3,Aktif,3.13,39,83.5,4,3500000,0,Lunas,Dr. Arief Rahman
25020067,Fikri Santoso,L,S1 Sistem Informasi,2025,3,Aktif,3.63,34,95.7,1,500000,0,Lunas,"Rizal Fadhillah, M.T"
25020068,Kartika Ramadhan,P,S1 Sistem Informasi,2025,3,Aktif,4.0,35,96.1,1,500000,0,Lunas,Dr. Arief Rahman
25020069,Satrio Firmansyah,L,S1 Sistem Informasi,2025,3,Cuti,3.01,38,78.7,2,1000000,0,Lunas,"Rizal Fadhillah, M.T"
25020070,Anisa Nugroho,P,S1 Sistem Informasi,2025,3,Aktif,3.18,52,79.9,4,3500000,0,Lunas,Dr. Sri Wahyuni
